date,prize_type,number
2010-03-01,first,215227
2010-03-01,second,045998
2010-03-01,second,369715
2010-03-01,second,805435
2010-03-01,second,842613
2010-03-01,second,960407
2010-03-01,third,089629
2010-03-01,third,173911
2010-03-01,third,250162
2010-03-01,third,339169
2010-03-01,third,546481
2010-03-01,third,583223
2010-03-01,third,807838
2010-03-01,third,810875
2010-03-01,third,855317
2010-03-01,third,931770
2010-03-01,fourth,006187
2010-03-01,fourth,042098
2010-03-01,fourth,045825
2010-03-01,fourth,057685
2010-03-01,fourth,083296
2010-03-01,fourth,088478
2010-03-01,fourth,100716
2010-03-01,fourth,119741
2010-03-01,fourth,140516
2010-03-01,fourth,156825
2010-03-01,fourth,173819
2010-03-01,fourth,176231
2010-03-01,fourth,202090
2010-03-01,fourth,233378
2010-03-01,fourth,242243
2010-03-01,fourth,253383
2010-03-01,fourth,266317
2010-03-01,fourth,274974
2010-03-01,fourth,316040
2010-03-01,fourth,349886
2010-03-01,fourth,352301
2010-03-01,fourth,352446
2010-03-01,fourth,432477
2010-03-01,fourth,444619
2010-03-01,fourth,469824
2010-03-01,fourth,497278
2010-03-01,fourth,504687
2010-03-01,fourth,518817
2010-03-01,fourth,542231
2010-03-01,fourth,550903
2010-03-01,fourth,584295
2010-03-01,fourth,614348
2010-03-01,fourth,614567
2010-03-01,fourth,633351
2010-03-01,fourth,668960
2010-03-01,fourth,681176
2010-03-01,fourth,686016
2010-03-01,fourth,711871
2010-03-01,fourth,740642
2010-03-01,fourth,753386
2010-03-01,fourth,766142
2010-03-01,fourth,792585
2010-03-01,fourth,807899
2010-03-01,fourth,819503
2010-03-01,fourth,879532
2010-03-01,fourth,915154
2010-03-01,fourth,929414
2010-03-01,fourth,931460
2010-03-01,fourth,944021
2010-03-01,fourth,978962
2010-03-01,fifth,004318
2010-03-01,fifth,012416
2010-03-01,fifth,018634
2010-03-01,fifth,030386
2010-03-01,fifth,032094
2010-03-01,fifth,042989
2010-03-01,fifth,043712
2010-03-01,fifth,065082
2010-03-01,fifth,095599
2010-03-01,fifth,095917
2010-03-01,fifth,102850
2010-03-01,fifth,118012
2010-03-01,fifth,147533
2010-03-01,fifth,153677
2010-03-01,fifth,158288
2010-03-01,fifth,177447
2010-03-01,fifth,179086
2010-03-01,fifth,187458
2010-03-01,fifth,190071
2010-03-01,fifth,193920
2010-03-01,fifth,200238
2010-03-01,fifth,205345
2010-03-01,fifth,214559
2010-03-01,fifth,226148
2010-03-01,fifth,231860
2010-03-01,fifth,241027
2010-03-01,fifth,261945
2010-03-01,fifth,275539
2010-03-01,fifth,283491
2010-03-01,fifth,286250
2010-03-01,fifth,314545
2010-03-01,fifth,345731
2010-03-01,fifth,352520
2010-03-01,fifth,363244
2010-03-01,fifth,366750
2010-03-01,fifth,381899
2010-03-01,fifth,387352
2010-03-01,fifth,390085
2010-03-01,fifth,394902
2010-03-01,fifth,395611
2010-03-01,fifth,406499
2010-03-01,fifth,408195
2010-03-01,fifth,415665
2010-03-01,fifth,417455
2010-03-01,fifth,419996
2010-03-01,fifth,425884
2010-03-01,fifth,432595
2010-03-01,fifth,446174
2010-03-01,fifth,447529
2010-03-01,fifth,458581
2010-03-01,fifth,472263
2010-03-01,fifth,474541
2010-03-01,fifth,475564
2010-03-01,fifth,478849
2010-03-01,fifth,518520
2010-03-01,fifth,520262
2010-03-01,fifth,525911
2010-03-01,fifth,528973
2010-03-01,fifth,536030
2010-03-01,fifth,541265
2010-03-01,fifth,550866
2010-03-01,fifth,553299
2010-03-01,fifth,555610
2010-03-01,fifth,581269
2010-03-01,fifth,603269
2010-03-01,fifth,606136
2010-03-01,fifth,614416
2010-03-01,fifth,617607
2010-03-01,fifth,630145
2010-03-01,fifth,635234
2010-03-01,fifth,636176
2010-03-01,fifth,649046
2010-03-01,fifth,665419
2010-03-01,fifth,695880
2010-03-01,fifth,705298
2010-03-01,fifth,736609
2010-03-01,fifth,743094
2010-03-01,fifth,758774
2010-03-01,fifth,771196
2010-03-01,fifth,782201
2010-03-01,fifth,787247
2010-03-01,fifth,790769
2010-03-01,fifth,791513
2010-03-01,fifth,805536
2010-03-01,fifth,815365
2010-03-01,fifth,820176
2010-03-01,fifth,849913
2010-03-01,fifth,859034
2010-03-01,fifth,866267
2010-03-01,fifth,875215
2010-03-01,fifth,876112
2010-03-01,fifth,891446
2010-03-01,fifth,916550
2010-03-01,fifth,927772
2010-03-01,fifth,934322
2010-03-01,fifth,942228
2010-03-01,fifth,942579
2010-03-01,fifth,963715
2010-03-01,fifth,969894
2010-03-01,fifth,999700
2010-03-01,last2,000097
2010-03-01,last3b,000374
2010-03-01,last3b,000457
2010-03-01,last3b,000470
2010-03-01,last3b,000627
2010-03-01,near1,215226
2010-03-01,near1,215228
2010-03-16,first,364222
2010-03-16,second,161324
2010-03-16,second,471341
2010-03-16,second,496778
2010-03-16,second,772996
2010-03-16,second,787267
2010-03-16,third,095975
2010-03-16,third,158648
2010-03-16,third,198653
2010-03-16,third,332371
2010-03-16,third,418005
2010-03-16,third,690308
2010-03-16,third,752066
2010-03-16,third,758127
2010-03-16,third,858556
2010-03-16,third,902436
2010-03-16,fourth,010838
2010-03-16,fourth,017473
2010-03-16,fourth,024518
2010-03-16,fourth,036124
2010-03-16,fourth,037672
2010-03-16,fourth,041069
2010-03-16,fourth,056994
2010-03-16,fourth,070057
2010-03-16,fourth,070903
2010-03-16,fourth,075322
2010-03-16,fourth,087444
2010-03-16,fourth,102555
2010-03-16,fourth,103568
2010-03-16,fourth,138460
2010-03-16,fourth,139126
2010-03-16,fourth,139965
2010-03-16,fourth,150617
2010-03-16,fourth,171070
2010-03-16,fourth,224947
2010-03-16,fourth,263071
2010-03-16,fourth,263689
2010-03-16,fourth,303404
2010-03-16,fourth,358956
2010-03-16,fourth,369886
2010-03-16,fourth,379664
2010-03-16,fourth,406716
2010-03-16,fourth,449595
2010-03-16,fourth,459138
2010-03-16,fourth,498028
2010-03-16,fourth,498497
2010-03-16,fourth,501772
2010-03-16,fourth,524607
2010-03-16,fourth,542435
2010-03-16,fourth,627443
2010-03-16,fourth,673131
2010-03-16,fourth,693206
2010-03-16,fourth,721750
2010-03-16,fourth,733513
2010-03-16,fourth,736879
2010-03-16,fourth,742671
2010-03-16,fourth,763122
2010-03-16,fourth,771011
2010-03-16,fourth,808072
2010-03-16,fourth,817233
2010-03-16,fourth,859178
2010-03-16,fourth,864302
2010-03-16,fourth,875339
2010-03-16,fourth,892997
2010-03-16,fourth,978363
2010-03-16,fourth,994063
2010-03-16,fifth,011884
2010-03-16,fifth,021311
2010-03-16,fifth,024217
2010-03-16,fifth,053103
2010-03-16,fifth,056895
2010-03-16,fifth,057333
2010-03-16,fifth,057874
2010-03-16,fifth,063759
2010-03-16,fifth,064119
2010-03-16,fifth,075504
2010-03-16,fifth,089962
2010-03-16,fifth,090406
2010-03-16,fifth,091770
2010-03-16,fifth,129814
2010-03-16,fifth,174150
2010-03-16,fifth,178561
2010-03-16,fifth,190529
2010-03-16,fifth,202708
2010-03-16,fifth,211846
2010-03-16,fifth,219150
2010-03-16,fifth,224373
2010-03-16,fifth,231739
2010-03-16,fifth,232021
2010-03-16,fifth,238548
2010-03-16,fifth,242618
2010-03-16,fifth,246059
2010-03-16,fifth,251670
2010-03-16,fifth,271259
2010-03-16,fifth,279617
2010-03-16,fifth,288082
2010-03-16,fifth,288154
2010-03-16,fifth,289045
2010-03-16,fifth,295471
2010-03-16,fifth,298392
2010-03-16,fifth,305973
2010-03-16,fifth,306237
2010-03-16,fifth,312196
2010-03-16,fifth,319925
2010-03-16,fifth,338212
2010-03-16,fifth,387118
2010-03-16,fifth,392431
2010-03-16,fifth,399045
2010-03-16,fifth,403753
2010-03-16,fifth,417811
2010-03-16,fifth,437626
2010-03-16,fifth,439501
2010-03-16,fifth,441898
2010-03-16,fifth,446475
2010-03-16,fifth,447339
2010-03-16,fifth,451413
2010-03-16,fifth,458002
2010-03-16,fifth,466041
2010-03-16,fifth,473421
2010-03-16,fifth,473616
2010-03-16,fifth,477249
2010-03-16,fifth,485380
2010-03-16,fifth,501342
2010-03-16,fifth,525814
2010-03-16,fifth,539969
2010-03-16,fifth,556530
2010-03-16,fifth,561918
2010-03-16,fifth,590698
2010-03-16,fifth,599795
2010-03-16,fifth,626645
2010-03-16,fifth,663892
2010-03-16,fifth,669260
2010-03-16,fifth,675527
2010-03-16,fifth,679148
2010-03-16,fifth,692235
2010-03-16,fifth,698129
2010-03-16,fifth,716975
2010-03-16,fifth,717784
2010-03-16,fifth,718206
2010-03-16,fifth,737280
2010-03-16,fifth,772658
2010-03-16,fifth,773013
2010-03-16,fifth,775796
2010-03-16,fifth,776456
2010-03-16,fifth,796675
2010-03-16,fifth,808209
2010-03-16,fifth,808763
2010-03-16,fifth,843143
2010-03-16,fifth,843459
2010-03-16,fifth,847664
2010-03-16,fifth,848911
2010-03-16,fifth,849102
2010-03-16,fifth,851778
2010-03-16,fifth,867399
2010-03-16,fifth,875665
2010-03-16,fifth,878959
2010-03-16,fifth,927895
2010-03-16,fifth,933233
2010-03-16,fifth,940622
2010-03-16,fifth,942825
2010-03-16,fifth,943692
2010-03-16,fifth,955536
2010-03-16,fifth,967033
2010-03-16,fifth,983540
2010-03-16,fifth,986381
2010-03-16,fifth,988635
2010-03-16,last2,000097
2010-03-16,last3b,000229
2010-03-16,last3b,000619
2010-03-16,last3b,000756
2010-03-16,last3b,000996
2010-03-16,near1,364221
2010-03-16,near1,364223
2010-04-01,first,959517
2010-04-01,second,047571
2010-04-01,second,076154
2010-04-01,second,191813
2010-04-01,second,372047
2010-04-01,second,539618
2010-04-01,third,041454
2010-04-01,third,047396
2010-04-01,third,317055
2010-04-01,third,400489
2010-04-01,third,476571
2010-04-01,third,530319
2010-04-01,third,779577
2010-04-01,third,785513
2010-04-01,third,887779
2010-04-01,third,992897
2010-04-01,fourth,024538
2010-04-01,fourth,025987
2010-04-01,fourth,077921
2010-04-01,fourth,095801
2010-04-01,fourth,106778
2010-04-01,fourth,118618
2010-04-01,fourth,135325
2010-04-01,fourth,136338
2010-04-01,fourth,150894
2010-04-01,fourth,158399
2010-04-01,fourth,163098
2010-04-01,fourth,169847
2010-04-01,fourth,175395
2010-04-01,fourth,181546
2010-04-01,fourth,210149
2010-04-01,fourth,231339
2010-04-01,fourth,234592
2010-04-01,fourth,265502
2010-04-01,fourth,322329
2010-04-01,fourth,322760
2010-04-01,fourth,341959
2010-04-01,fourth,378610
2010-04-01,fourth,404706
2010-04-01,fourth,432488
2010-04-01,fourth,449433
2010-04-01,fourth,474498
2010-04-01,fourth,481771
2010-04-01,fourth,484389
2010-04-01,fourth,493688
2010-04-01,fourth,518953
2010-04-01,fourth,525649
2010-04-01,fourth,530134
2010-04-01,fourth,549778
2010-04-01,fourth,604582
2010-04-01,fourth,622798
2010-04-01,fourth,686758
2010-04-01,fourth,732666
2010-04-01,fourth,743159
2010-04-01,fourth,756814
2010-04-01,fourth,762230
2010-04-01,fourth,778795
2010-04-01,fourth,790053
2010-04-01,fourth,851940
2010-04-01,fourth,880038
2010-04-01,fourth,889455
2010-04-01,fourth,901513
2010-04-01,fourth,919261
2010-04-01,fourth,948356
2010-04-01,fourth,964982
2010-04-01,fourth,975968
2010-04-01,fifth,013053
2010-04-01,fifth,027955
2010-04-01,fifth,028418
2010-04-01,fifth,033878
2010-04-01,fifth,041404
2010-04-01,fifth,051189
2010-04-01,fifth,055781
2010-04-01,fifth,059295
2010-04-01,fifth,064961
2010-04-01,fifth,089352
2010-04-01,fifth,092712
2010-04-01,fifth,095618
2010-04-01,fifth,096825
2010-04-01,fifth,097341
2010-04-01,fifth,098516
2010-04-01,fifth,103920
2010-04-01,fifth,109227
2010-04-01,fifth,117682
2010-04-01,fifth,129579
2010-04-01,fifth,135666
2010-04-01,fifth,136050
2010-04-01,fifth,136100
2010-04-01,fifth,144784
2010-04-01,fifth,156980
2010-04-01,fifth,159806
2010-04-01,fifth,173229
2010-04-01,fifth,192564
2010-04-01,fifth,198372
2010-04-01,fifth,209988
2010-04-01,fifth,211939
2010-04-01,fifth,213735
2010-04-01,fifth,232073
2010-04-01,fifth,257259
2010-04-01,fifth,267622
2010-04-01,fifth,268081
2010-04-01,fifth,277384
2010-04-01,fifth,282646
2010-04-01,fifth,283842
2010-04-01,fifth,287319
2010-04-01,fifth,292658
2010-04-01,fifth,297778
2010-04-01,fifth,358426
2010-04-01,fifth,365765
2010-04-01,fifth,375046
2010-04-01,fifth,389894
2010-04-01,fifth,416333
2010-04-01,fifth,439906
2010-04-01,fifth,441515
2010-04-01,fifth,459039
2010-04-01,fifth,459489
2010-04-01,fifth,459609
2010-04-01,fifth,480698
2010-04-01,fifth,484459
2010-04-01,fifth,500153
2010-04-01,fifth,505392
2010-04-01,fifth,510375
2010-04-01,fifth,510527
2010-04-01,fifth,518201
2010-04-01,fifth,527959
2010-04-01,fifth,533633
2010-04-01,fifth,534066
2010-04-01,fifth,536430
2010-04-01,fifth,545977
2010-04-01,fifth,580239
2010-04-01,fifth,632202
2010-04-01,fifth,637899
2010-04-01,fifth,645200
2010-04-01,fifth,646469
2010-04-01,fifth,660837
2010-04-01,fifth,661628
2010-04-01,fifth,664904
2010-04-01,fifth,665536
2010-04-01,fifth,667452
2010-04-01,fifth,675066
2010-04-01,fifth,686589
2010-04-01,fifth,691620
2010-04-01,fifth,695969
2010-04-01,fifth,712640
2010-04-01,fifth,717409
2010-04-01,fifth,720697
2010-04-01,fifth,722021
2010-04-01,fifth,724021
2010-04-01,fifth,750902
2010-04-01,fifth,763199
2010-04-01,fifth,765554
2010-04-01,fifth,799130
2010-04-01,fifth,814615
2010-04-01,fifth,824552
2010-04-01,fifth,829202
2010-04-01,fifth,864337
2010-04-01,fifth,872813
2010-04-01,fifth,874025
2010-04-01,fifth,874693
2010-04-01,fifth,897216
2010-04-01,fifth,940605
2010-04-01,fifth,941271
2010-04-01,fifth,960647
2010-04-01,fifth,973819
2010-04-01,fifth,986127
2010-04-01,fifth,990074
2010-04-01,last2,000022
2010-04-01,last3b,000040
2010-04-01,last3b,000174
2010-04-01,last3b,000447
2010-04-01,last3b,000663
2010-04-01,near1,959516
2010-04-01,near1,959518
2010-04-16,first,211743
2010-04-16,second,007384
2010-04-16,second,499842
2010-04-16,second,735054
2010-04-16,second,754286
2010-04-16,second,941434
2010-04-16,third,017333
2010-04-16,third,120753
2010-04-16,third,250029
2010-04-16,third,499541
2010-04-16,third,587075
2010-04-16,third,676618
2010-04-16,third,786327
2010-04-16,third,793484
2010-04-16,third,834031
2010-04-16,third,935400
2010-04-16,fourth,030095
2010-04-16,fourth,051376
2010-04-16,fourth,056379
2010-04-16,fourth,083058
2010-04-16,fourth,089578
2010-04-16,fourth,163912
2010-04-16,fourth,196958
2010-04-16,fourth,210615
2010-04-16,fourth,210650
2010-04-16,fourth,266109
2010-04-16,fourth,290611
2010-04-16,fourth,296182
2010-04-16,fourth,300487
2010-04-16,fourth,310789
2010-04-16,fourth,328672
2010-04-16,fourth,351261
2010-04-16,fourth,390052
2010-04-16,fourth,391493
2010-04-16,fourth,404001
2010-04-16,fourth,423200
2010-04-16,fourth,440956
2010-04-16,fourth,479751
2010-04-16,fourth,493292
2010-04-16,fourth,499370
2010-04-16,fourth,500948
2010-04-16,fourth,521805
2010-04-16,fourth,580197
2010-04-16,fourth,601021
2010-04-16,fourth,638516
2010-04-16,fourth,644666
2010-04-16,fourth,657842
2010-04-16,fourth,669964
2010-04-16,fourth,698538
2010-04-16,fourth,738940
2010-04-16,fourth,746428
2010-04-16,fourth,746884
2010-04-16,fourth,767948
2010-04-16,fourth,774148
2010-04-16,fourth,788903
2010-04-16,fourth,790451
2010-04-16,fourth,828912
2010-04-16,fourth,864980
2010-04-16,fourth,878819
2010-04-16,fourth,882686
2010-04-16,fourth,898513
2010-04-16,fourth,928125
2010-04-16,fourth,935164
2010-04-16,fourth,969950
2010-04-16,fourth,976563
2010-04-16,fourth,986062
2010-04-16,fifth,005047
2010-04-16,fifth,007713
2010-04-16,fifth,012919
2010-04-16,fifth,041342
2010-04-16,fifth,049414
2010-04-16,fifth,058795
2010-04-16,fifth,098307
2010-04-16,fifth,122023
2010-04-16,fifth,126140
2010-04-16,fifth,144089
2010-04-16,fifth,154747
2010-04-16,fifth,159661
2010-04-16,fifth,164752
2010-04-16,fifth,167575
2010-04-16,fifth,172676
2010-04-16,fifth,174163
2010-04-16,fifth,194378
2010-04-16,fifth,197145
2010-04-16,fifth,216041
2010-04-16,fifth,231659
2010-04-16,fifth,232373
2010-04-16,fifth,232612
2010-04-16,fifth,236359
2010-04-16,fifth,238293
2010-04-16,fifth,250241
2010-04-16,fifth,258970
2010-04-16,fifth,293813
2010-04-16,fifth,303556
2010-04-16,fifth,304731
2010-04-16,fifth,311163
2010-04-16,fifth,322790
2010-04-16,fifth,324320
2010-04-16,fifth,329737
2010-04-16,fifth,359987
2010-04-16,fifth,365831
2010-04-16,fifth,368886
2010-04-16,fifth,399526
2010-04-16,fifth,415481
2010-04-16,fifth,427940
2010-04-16,fifth,428020
2010-04-16,fifth,437209
2010-04-16,fifth,451838
2010-04-16,fifth,456487
2010-04-16,fifth,461049
2010-04-16,fifth,463850
2010-04-16,fifth,465987
2010-04-16,fifth,467071
2010-04-16,fifth,475385
2010-04-16,fifth,483687
2010-04-16,fifth,485042
2010-04-16,fifth,511958
2010-04-16,fifth,521251
2010-04-16,fifth,531402
2010-04-16,fifth,544578
2010-04-16,fifth,551144
2010-04-16,fifth,553793
2010-04-16,fifth,590800
2010-04-16,fifth,591270
2010-04-16,fifth,591320
2010-04-16,fifth,591448
2010-04-16,fifth,598855
2010-04-16,fifth,633173
2010-04-16,fifth,633911
2010-04-16,fifth,643425
2010-04-16,fifth,647946
2010-04-16,fifth,652876
2010-04-16,fifth,670471
2010-04-16,fifth,673318
2010-04-16,fifth,676935
2010-04-16,fifth,682191
2010-04-16,fifth,687661
2010-04-16,fifth,692931
2010-04-16,fifth,718349
2010-04-16,fifth,720634
2010-04-16,fifth,735523
2010-04-16,fifth,744953
2010-04-16,fifth,756178
2010-04-16,fifth,760815
2010-04-16,fifth,762081
2010-04-16,fifth,765086
2010-04-16,fifth,784648
2010-04-16,fifth,793592
2010-04-16,fifth,796379
2010-04-16,fifth,797896
2010-04-16,fifth,805832
2010-04-16,fifth,816119
2010-04-16,fifth,827515
2010-04-16,fifth,841048
2010-04-16,fifth,846625
2010-04-16,fifth,849639
2010-04-16,fifth,883264
2010-04-16,fifth,889133
2010-04-16,fifth,893753
2010-04-16,fifth,900445
2010-04-16,fifth,923211
2010-04-16,fifth,924916
2010-04-16,fifth,959580
2010-04-16,fifth,988908
2010-04-16,fifth,989371
2010-04-16,fifth,989942
2010-04-16,last2,000096
2010-04-16,last3b,000154
2010-04-16,last3b,000285
2010-04-16,last3b,000744
2010-04-16,last3b,000811
2010-04-16,near1,211742
2010-04-16,near1,211744
2010-05-02,first,360371
2010-05-02,second,198906
2010-05-02,second,477603
2010-05-02,second,495075
2010-05-02,second,603286
2010-05-02,second,850653
2010-05-02,third,012216
2010-05-02,third,089856
2010-05-02,third,316271
2010-05-02,third,434046
2010-05-02,third,513123
2010-05-02,third,529368
2010-05-02,third,541655
2010-05-02,third,658575
2010-05-02,third,726456
2010-05-02,third,971537
2010-05-02,fourth,001245
2010-05-02,fourth,033106
2010-05-02,fourth,063789
2010-05-02,fourth,065095
2010-05-02,fourth,066522
2010-05-02,fourth,071488
2010-05-02,fourth,076129
2010-05-02,fourth,105012
2010-05-02,fourth,109811
2010-05-02,fourth,174900
2010-05-02,fourth,195247
2010-05-02,fourth,199660
2010-05-02,fourth,234204
2010-05-02,fourth,258161
2010-05-02,fourth,258819
2010-05-02,fourth,259118
2010-05-02,fourth,269832
2010-05-02,fourth,320172
2010-05-02,fourth,352699
2010-05-02,fourth,376777
2010-05-02,fourth,391210
2010-05-02,fourth,394876
2010-05-02,fourth,442690
2010-05-02,fourth,445528
2010-05-02,fourth,470494
2010-05-02,fourth,489972
2010-05-02,fourth,492256
2010-05-02,fourth,562512
2010-05-02,fourth,567801
2010-05-02,fourth,600449
2010-05-02,fourth,651689
2010-05-02,fourth,657474
2010-05-02,fourth,669392
2010-05-02,fourth,680902
2010-05-02,fourth,691865
2010-05-02,fourth,714832
2010-05-02,fourth,716487
2010-05-02,fourth,726471
2010-05-02,fourth,732334
2010-05-02,fourth,733204
2010-05-02,fourth,759919
2010-05-02,fourth,763413
2010-05-02,fourth,812762
2010-05-02,fourth,832696
2010-05-02,fourth,849945
2010-05-02,fourth,852796
2010-05-02,fourth,906278
2010-05-02,fourth,951766
2010-05-02,fourth,956166
2010-05-02,fourth,970956
2010-05-02,fifth,001731
2010-05-02,fifth,036196
2010-05-02,fifth,037374
2010-05-02,fifth,054859
2010-05-02,fifth,059561
2010-05-02,fifth,086874
2010-05-02,fifth,096941
2010-05-02,fifth,097729
2010-05-02,fifth,100817
2010-05-02,fifth,107920
2010-05-02,fifth,115882
2010-05-02,fifth,132089
2010-05-02,fifth,139397
2010-05-02,fifth,147832
2010-05-02,fifth,148172
2010-05-02,fifth,150462
2010-05-02,fifth,157500
2010-05-02,fifth,171689
2010-05-02,fifth,176479
2010-05-02,fifth,178661
2010-05-02,fifth,180963
2010-05-02,fifth,181562
2010-05-02,fifth,191948
2010-05-02,fifth,201682
2010-05-02,fifth,201913
2010-05-02,fifth,203189
2010-05-02,fifth,226097
2010-05-02,fifth,226648
2010-05-02,fifth,262244
2010-05-02,fifth,265382
2010-05-02,fifth,265532
2010-05-02,fifth,272221
2010-05-02,fifth,274171
2010-05-02,fifth,274917
2010-05-02,fifth,275751
2010-05-02,fifth,277497
2010-05-02,fifth,285809
2010-05-02,fifth,293281
2010-05-02,fifth,307861
2010-05-02,fifth,320172
2010-05-02,fifth,321726
2010-05-02,fifth,324731
2010-05-02,fifth,327267
2010-05-02,fifth,355681
2010-05-02,fifth,359295
2010-05-02,fifth,374675
2010-05-02,fifth,387872
2010-05-02,fifth,419080
2010-05-02,fifth,439033
2010-05-02,fifth,456790
2010-05-02,fifth,468205
2010-05-02,fifth,470069
2010-05-02,fifth,475765
2010-05-02,fifth,482297
2010-05-02,fifth,496715
2010-05-02,fifth,498520
2010-05-02,fifth,523925
2010-05-02,fifth,535296
2010-05-02,fifth,541170
2010-05-02,fifth,547882
2010-05-02,fifth,567710
2010-05-02,fifth,597948
2010-05-02,fifth,627805
2010-05-02,fifth,634814
2010-05-02,fifth,645983
2010-05-02,fifth,649169
2010-05-02,fifth,657322
2010-05-02,fifth,665411
2010-05-02,fifth,679206
2010-05-02,fifth,689756
2010-05-02,fifth,692395
2010-05-02,fifth,696732
2010-05-02,fifth,711084
2010-05-02,fifth,718713
2010-05-02,fifth,724501
2010-05-02,fifth,726224
2010-05-02,fifth,749408
2010-05-02,fifth,790526
2010-05-02,fifth,796585
2010-05-02,fifth,797521
2010-05-02,fifth,807604
2010-05-02,fifth,873691
2010-05-02,fifth,875132
2010-05-02,fifth,878011
2010-05-02,fifth,881091
2010-05-02,fifth,881900
2010-05-02,fifth,882386
2010-05-02,fifth,886991
2010-05-02,fifth,894887
2010-05-02,fifth,902303
2010-05-02,fifth,902822
2010-05-02,fifth,911238
2010-05-02,fifth,923751
2010-05-02,fifth,925808
2010-05-02,fifth,938542
2010-05-02,fifth,965173
2010-05-02,fifth,966590
2010-05-02,fifth,968257
2010-05-02,fifth,972822
2010-05-02,fifth,994069
2010-05-02,last2,000006
2010-05-02,last3b,000040
2010-05-02,last3b,000382
2010-05-02,last3b,000517
2010-05-02,last3b,000618
2010-05-02,near1,360370
2010-05-02,near1,360372
2010-05-16,first,480012
2010-05-16,second,022922
2010-05-16,second,149276
2010-05-16,second,397364
2010-05-16,second,486865
2010-05-16,second,886942
2010-05-16,third,002249
2010-05-16,third,172623
2010-05-16,third,307102
2010-05-16,third,340683
2010-05-16,third,523839
2010-05-16,third,527497
2010-05-16,third,583179
2010-05-16,third,628147
2010-05-16,third,854422
2010-05-16,third,869261
2010-05-16,fourth,000298
2010-05-16,fourth,004690
2010-05-16,fourth,068926
2010-05-16,fourth,101890
2010-05-16,fourth,123231
2010-05-16,fourth,136218
2010-05-16,fourth,221767
2010-05-16,fourth,252467
2010-05-16,fourth,261916
2010-05-16,fourth,276111
2010-05-16,fourth,284434
2010-05-16,fourth,295871
2010-05-16,fourth,297029
2010-05-16,fourth,336360
2010-05-16,fourth,347272
2010-05-16,fourth,354912
2010-05-16,fourth,358637
2010-05-16,fourth,376219
2010-05-16,fourth,410224
2010-05-16,fourth,467997
2010-05-16,fourth,470706
2010-05-16,fourth,489055
2010-05-16,fourth,543819
2010-05-16,fourth,575312
2010-05-16,fourth,584216
2010-05-16,fourth,621968
2010-05-16,fourth,653235
2010-05-16,fourth,661081
2010-05-16,fourth,677224
2010-05-16,fourth,683596
2010-05-16,fourth,696337
2010-05-16,fourth,703362
2010-05-16,fourth,705992
2010-05-16,fourth,717524
2010-05-16,fourth,759562
2010-05-16,fourth,761294
2010-05-16,fourth,763597
2010-05-16,fourth,763977
2010-05-16,fourth,781008
2010-05-16,fourth,811520
2010-05-16,fourth,834354
2010-05-16,fourth,835968
2010-05-16,fourth,843739
2010-05-16,fourth,848031
2010-05-16,fourth,854675
2010-05-16,fourth,860560
2010-05-16,fourth,880482
2010-05-16,fourth,912911
2010-05-16,fourth,963345
2010-05-16,fourth,977889
2010-05-16,fifth,007214
2010-05-16,fifth,012313
2010-05-16,fifth,017203
2010-05-16,fifth,029396
2010-05-16,fifth,030037
2010-05-16,fifth,030825
2010-05-16,fifth,068975
2010-05-16,fifth,070321
2010-05-16,fifth,073153
2010-05-16,fifth,084970
2010-05-16,fifth,089045
2010-05-16,fifth,097140
2010-05-16,fifth,100829
2010-05-16,fifth,103737
2010-05-16,fifth,109776
2010-05-16,fifth,115041
2010-05-16,fifth,142672
2010-05-16,fifth,162003
2010-05-16,fifth,166761
2010-05-16,fifth,168607
2010-05-16,fifth,196962
2010-05-16,fifth,210776
2010-05-16,fifth,211001
2010-05-16,fifth,217815
2010-05-16,fifth,219181
2010-05-16,fifth,223039
2010-05-16,fifth,256833
2010-05-16,fifth,297897
2010-05-16,fifth,308144
2010-05-16,fifth,309117
2010-05-16,fifth,313738
2010-05-16,fifth,318525
2010-05-16,fifth,325901
2010-05-16,fifth,327052
2010-05-16,fifth,330322
2010-05-16,fifth,334167
2010-05-16,fifth,336273
2010-05-16,fifth,346058
2010-05-16,fifth,372367
2010-05-16,fifth,381275
2010-05-16,fifth,397525
2010-05-16,fifth,404143
2010-05-16,fifth,405725
2010-05-16,fifth,420697
2010-05-16,fifth,423772
2010-05-16,fifth,428123
2010-05-16,fifth,431112
2010-05-16,fifth,436502
2010-05-16,fifth,450520
2010-05-16,fifth,470754
2010-05-16,fifth,471512
2010-05-16,fifth,492304
2010-05-16,fifth,521630
2010-05-16,fifth,524636
2010-05-16,fifth,530517
2010-05-16,fifth,533111
2010-05-16,fifth,538046
2010-05-16,fifth,572933
2010-05-16,fifth,574619
2010-05-16,fifth,589112
2010-05-16,fifth,614829
2010-05-16,fifth,623710
2010-05-16,fifth,645762
2010-05-16,fifth,650155
2010-05-16,fifth,651423
2010-05-16,fifth,655594
2010-05-16,fifth,657860
2010-05-16,fifth,668054
2010-05-16,fifth,668884
2010-05-16,fifth,686899
2010-05-16,fifth,700698
2010-05-16,fifth,706053
2010-05-16,fifth,708261
2010-05-16,fifth,711629
2010-05-16,fifth,716242
2010-05-16,fifth,722165
2010-05-16,fifth,737973
2010-05-16,fifth,739426
2010-05-16,fifth,746895
2010-05-16,fifth,755284
2010-05-16,fifth,769053
2010-05-16,fifth,798010
2010-05-16,fifth,805446
